Brand Name,Product Name,Category,Fragrance Type,Volume (ml),Price (INR),Long-lasting (hours),Alcohol-Free,Skin-Friendly,Anti-Perspirant,Customer Rating,Number of Reviews,Manufacturing Date,Expiry Date,Country of Origin,Packaging Type,Shelf Life (Months),Sales in Last Month (Units),Online Availability,Discount (%),Retailer Name
Engage Deo,Variant 26,Men,Citrus,250,427,22,No,Yes,Yes,4.0,777,2036-04-25,2038-04-25,India,Spray,21,8039,No,6,Amazon
Engage Deo,Variant 42,Unisex,Aquatic,250,395,20,Yes,No,No,5.0,4573,2036-04-26,2038-04-26,India,Spray,29,7984,Yes,49,Flipkart
Park Avenue Deodorant,Variant 16,Men,Aquatic,100,549,5,No,Yes,No,3.9,2524,2036-04-27,2038-04-27,India,Stick,19,4023,No,10,Amazon
Engage Deo,Variant 11,Women,Oriental,250,617,8,No,Yes,Yes,3.5,1240,2036-04-28,2038-04-28,India,Stick,25,3631,No,28,Nykaa
Nivea,Variant 9,Unisex,Fruity,150,364,9,Yes,No,Yes,3.1,1259,2036-04-29,2038-04-29,India,Stick,22,6944,No,16,Amazon
Nike Deodorant,Variant 40,Men,Spicy,100,518,17,No,No,No,2.6,4324,2036-04-30,2038-04-30,India,Spray,27,4629,No,7,Nykaa
Engage Deo,Variant 8,Women,Citrus,200,602,15,No,No,Yes,3.9,3194,2036-05-01,2038-05-01,India,Stick,28,90,Yes,7,Myntra
Rexona Deodorant,Variant 36,Men,Fresh,100,461,19,Yes,Yes,Yes,3.4,4328,2036-05-02,2038-05-02,India,Stick,14,6619,Yes,16,Nykaa
Nike Deodorant,Variant 32,Men,Fresh,200,521,18,Yes,Yes,No,4.7,1500,2036-05-03,2038-05-03,India,Roll-on,22,1441,No,41,Nykaa
Denver Deo for Men,Variant 20,Men,Fruity,150,203,10,No,Yes,No,3.6,558,2036-05-04,2038-05-04,India,Spray,16,5743,No,20,Amazon
Nike Deodorant,Variant 48,Unisex,Floral,200,595,17,Yes,Yes,No,3.7,93,2036-05-05,2038-05-05,India,Roll-on,30,9320,No,37,Nykaa
Engage Deo,Variant 11,Men,Fruity,200,485,24,No,Yes,No,4.2,70,2036-05-06,2038-05-06,India,Stick,27,6480,Yes,9,Amazon
Denver Deo for Men,Variant 22,Men,Spicy,100,340,14,Yes,No,Yes,4.0,2375,2036-05-07,2038-05-07,India,Roll-on,32,7349,No,3,Amazon
Engage Deo,Variant 1,Women,Floral,200,378,16,Yes,No,No,3.0,3029,2036-05-08,2038-05-08,India,Roll-on,12,7031,No,42,Myntra
Nivea,Variant 41,Men,Spicy,100,273,6,No,Yes,No,4.3,2986,2036-05-09,2038-05-09,India,Spray,24,7249,Yes,37,Flipkart
Engage Deo,Variant 14,Men,Fruity,100,360,4,No,No,No,4.4,550,2036-05-10,2038-05-10,India,Roll-on,32,2674,Yes,6,Amazon
Engage Deo,Variant 40,Unisex,Spicy,100,236,8,No,Yes,Yes,3.3,3200,2036-05-11,2038-05-11,India,Stick,18,2678,Yes,36,Nykaa
Nivea,Variant 15,Unisex,Fruity,100,481,7,No,Yes,No,2.7,2473,2036-05-12,2038-05-12,India,Stick,26,1589,Yes,16,Flipkart
Fogg Deo,Variant 31,Women,Woody,100,458,8,No,No,Yes,2.9,4816,2036-05-13,2038-05-13,India,Spray,34,333,Yes,14,Amazon
Rexona Deodorant,Variant 28,Women,Woody,250,509,14,Yes,Yes,No,2.7,3219,2036-05-14,2038-05-14,India,Spray,33,8638,Yes,0,Amazon
Nike Deodorant,Variant 48,Men,Oriental,250,440,17,No,Yes,No,4.1,1693,2036-05-15,2038-05-15,India,Stick,16,5117,Yes,46,Flipkart
Park Avenue Deodorant,Variant 40,Women,Citrus,150,237,16,Yes,No,Yes,4.9,4511,2036-05-16,2038-05-16,India,Spray,35,4899,Yes,1,Flipkart
Park Avenue Deodorant,Variant 34,Men,Floral,150,300,5,Yes,No,Yes,3.7,1484,2036-05-17,2038-05-17,India,Roll-on,13,3170,No,31,Flipkart
Fogg Deo,Variant 38,Women,Oriental,150,227,16,No,No,No,4.9,1823,2036-05-18,2038-05-18,India,Stick,33,4273,Yes,24,Flipkart
Rexona Deodorant,Variant 42,Women,Fruity,200,364,15,Yes,No,No,4.3,303,2036-05-19,2038-05-19,India,Roll-on,28,6179,Yes,25,Amazon
Park Avenue Deodorant,Variant 35,Unisex,Fruity,250,292,19,Yes,No,Yes,3.6,4862,2036-05-20,2038-05-20,India,Roll-on,22,5015,No,27,Nykaa
Rexona Deodorant,Variant 35,Women,Aquatic,100,496,17,Yes,Yes,No,3.5,3821,2036-05-21,2038-05-21,India,Stick,12,7254,Yes,48,Flipkart
Nivea,Variant 31,Men,Spicy,250,569,14,Yes,No,No,4.4,447,2036-05-22,2038-05-22,India,Spray,16,5803,No,38,Local Store
Fogg Deo,Variant 23,Unisex,Aquatic,250,528,18,No,Yes,No,3.0,4457,2036-05-23,2038-05-23,India,Roll-on,12,3335,Yes,11,Myntra
Fogg Deo,Variant 26,Women,Spicy,100,246,4,Yes,Yes,Yes,4.9,1830,2036-05-24,2038-05-24,India,Roll-on,20,7007,Yes,16,Flipkart
Envy Deo,Variant 27,Unisex,Spicy,200,625,15,No,No,Yes,3.7,4600,2036-05-25,2038-05-25,India,Roll-on,25,4442,Yes,11,Flipkart
Nivea,Variant 27,Women,Fresh,150,420,4,No,No,Yes,4.2,4210,2036-05-26,2038-05-26,India,Spray,20,5424,No,3,Flipkart
Engage Deo,Variant 33,Men,Citrus,150,217,12,Yes,Yes,Yes,4.8,1607,2036-05-27,2038-05-27,India,Spray,17,7402,Yes,49,Flipkart
Nivea,Variant 49,Women,Fresh,250,153,7,No,Yes,No,4.4,3472,2036-05-28,2038-05-28,India,Spray,22,6521,No,40,Nykaa
Nike Deodorant,Variant 23,Women,Spicy,200,337,22,Yes,No,No,3.6,3920,2036-05-29,2038-05-29,India,Spray,20,149,Yes,45,Flipkart
Park Avenue Deodorant,Variant 30,Women,Fruity,200,650,10,No,Yes,Yes,2.6,234,2036-05-30,2038-05-30,India,Spray,30,6161,No,29,Local Store
Nivea,Variant 48,Unisex,Citrus,150,542,11,No,No,Yes,2.9,2982,2036-05-31,2038-05-31,India,Stick,28,4694,No,29,Amazon
Engage Deo,Variant 5,Men,Woody,150,398,16,No,No,Yes,4.6,2238,2036-06-01,2038-06-01,India,Stick,13,5296,No,8,Myntra
Park Avenue Deodorant,Variant 45,Unisex,Fruity,150,244,20,No,No,No,2.9,3889,2036-06-02,2038-06-02,India,Stick,36,8130,No,41,Local Store
Denver Deo for Men,Variant 12,Unisex,Spicy,150,365,14,Yes,Yes,No,4.9,2058,2036-06-03,2038-06-03,India,Spray,24,5825,No,22,Nykaa
Fogg Deo,Variant 50,Unisex,Aquatic,250,321,23,No,Yes,Yes,3.5,223,2036-06-04,2038-06-04,India,Spray,15,3901,Yes,41,Amazon
Fogg Deo,Variant 29,Men,Oriental,150,562,19,No,Yes,Yes,3.5,1062,2036-06-05,2038-06-05,India,Spray,31,2302,No,12,Flipkart
Fogg Deo,Variant 25,Men,Oriental,250,547,19,Yes,Yes,No,2.6,3474,2036-06-06,2038-06-06,India,Spray,22,259,Yes,50,Nykaa
Rexona Deodorant,Variant 20,Unisex,Oriental,150,363,24,Yes,No,Yes,4.1,439,2036-06-07,2038-06-07,India,Spray,23,3158,No,40,Amazon
Envy Deo,Variant 8,Unisex,Woody,200,524,16,Yes,No,No,4.2,397,2036-06-08,2038-06-08,India,Spray,26,791,Yes,23,Local Store
Engage Deo,Variant 31,Unisex,Oriental,150,305,12,No,No,Yes,2.9,4824,2036-06-09,2038-06-09,India,Spray,19,2435,Yes,32,Myntra
Park Avenue Deodorant,Variant 16,Unisex,Citrus,100,268,12,No,Yes,No,3.2,184,2036-06-10,2038-06-10,India,Spray,26,7884,No,34,Local Store
Engage Deo,Variant 7,Women,Oriental,150,545,16,No,Yes,Yes,3.9,3000,2036-06-11,2038-06-11,India,Stick,15,9932,No,46,Flipkart
Nivea,Variant 33,Unisex,Oriental,100,605,19,Yes,Yes,No,3.5,2596,2036-06-12,2038-06-12,India,Stick,28,9641,Yes,16,Local Store
Denver Deo for Men,Variant 42,Unisex,Aquatic,250,602,15,Yes,Yes,Yes,2.9,511,2036-06-13,2038-06-13,India,Stick,26,5717,Yes,45,Flipkart
Rexona Deodorant,Variant 47,Unisex,Citrus,100,621,18,Yes,No,Yes,4.1,684,2036-06-14,2038-06-14,India,Stick,12,3463,No,1,Amazon
Envy Deo,Variant 43,Women,Fruity,150,489,5,Yes,No,No,3.7,1114,2036-06-15,2038-06-15,India,Roll-on,20,4644,Yes,4,Local Store
Park Avenue Deodorant,Variant 4,Women,Spicy,100,473,24,Yes,No,Yes,5.0,1748,2036-06-16,2038-06-16,India,Spray,22,2881,No,14,Amazon
Denver Deo for Men,Variant 39,Unisex,Woody,200,445,22,Yes,Yes,Yes,4.1,2709,2036-06-17,2038-06-17,India,Spray,26,7612,No,32,Myntra
Engage Deo,Variant 23,Men,Fruity,150,419,14,Yes,Yes,Yes,4.4,3567,2036-06-18,2038-06-18,India,Spray,27,6515,Yes,35,Local Store
Denver Deo for Men,Variant 31,Men,Citrus,200,639,11,No,No,No,3.5,1039,2036-06-19,2038-06-19,India,Roll-on,36,1907,Yes,26,Amazon
Denver Deo for Men,Variant 50,Unisex,Oriental,200,651,12,No,No,Yes,3.9,4673,2036-06-20,2038-06-20,India,Spray,16,6966,No,13,Flipkart
Rexona Deodorant,Variant 36,Women,Aquatic,100,653,24,No,Yes,Yes,2.6,26,2036-06-21,2038-06-21,India,Spray,21,3308,No,27,Myntra
Nike Deodorant,Variant 28,Women,Fruity,100,293,11,No,No,No,4.0,2662,2036-06-22,2038-06-22,India,Roll-on,36,1060,Yes,31,Myntra
Envy Deo,Variant 11,Men,Woody,250,457,17,Yes,No,No,3.1,3901,2036-06-23,2038-06-23,India,Stick,26,5723,No,9,Amazon
Envy Deo,Variant 22,Unisex,Citrus,150,515,19,Yes,No,Yes,2.8,348,2036-06-24,2038-06-24,India,Stick,13,3144,No,43,Myntra
Envy Deo,Variant 16,Women,Fresh,150,324,20,No,Yes,Yes,4.9,4876,2036-06-25,2038-06-25,India,Roll-on,20,3815,Yes,8,Amazon
Nivea,Variant 8,Unisex,Fresh,200,299,11,No,Yes,Yes,3.6,796,2036-06-26,2038-06-26,India,Spray,16,3769,No,24,Flipkart
Engage Deo,Variant 30,Unisex,Woody,250,166,17,Yes,No,No,4.0,416,2036-06-27,2038-06-27,India,Roll-on,26,8806,No,23,Amazon
Denver Deo for Men,Variant 40,Women,Oriental,250,655,5,Yes,No,No,2.8,3456,2036-06-28,2038-06-28,India,Stick,32,1640,Yes,26,Local Store
Nike Deodorant,Variant 6,Women,Woody,200,267,11,Yes,Yes,Yes,4.0,1271,2036-06-29,2038-06-29,India,Stick,23,9621,Yes,35,Myntra
Nike Deodorant,Variant 11,Unisex,Woody,100,297,4,No,Yes,Yes,3.4,2627,2036-06-30,2038-06-30,India,Roll-on,20,5412,No,45,Amazon
Park Avenue Deodorant,Variant 9,Women,Citrus,150,557,8,No,No,No,2.6,3194,2036-07-01,2038-07-01,India,Stick,30,9066,Yes,32,Flipkart
Envy Deo,Variant 47,Men,Citrus,250,411,16,No,Yes,Yes,4.1,3139,2036-07-02,2038-07-02,India,Spray,36,6248,Yes,22,Local Store
Rexona Deodorant,Variant 7,Women,Fresh,100,667,20,No,Yes,Yes,3.9,1310,2036-07-03,2038-07-03,India,Roll-on,36,5097,No,7,Nykaa
Park Avenue Deodorant,Variant 20,Unisex,Aquatic,200,316,16,No,Yes,Yes,2.8,1359,2036-07-04,2038-07-04,India,Roll-on,29,2123,No,31,Nykaa
Denver Deo for Men,Variant 18,Unisex,Aquatic,200,313,7,No,Yes,Yes,3.6,1531,2036-07-05,2038-07-05,India,Roll-on,16,7048,No,38,Local Store
Nivea,Variant 3,Women,Floral,100,519,14,Yes,Yes,Yes,3.2,2378,2036-07-06,2038-07-06,India,Spray,28,1409,No,2,Myntra
Envy Deo,Variant 45,Unisex,Aquatic,150,398,12,Yes,Yes,Yes,4.9,2272,2036-07-07,2038-07-07,India,Roll-on,23,8256,Yes,31,Amazon
Engage Deo,Variant 45,Women,Woody,150,481,16,No,Yes,No,4.0,1487,2036-07-08,2038-07-08,India,Spray,36,1240,Yes,50,Myntra
Park Avenue Deodorant,Variant 6,Women,Citrus,250,203,15,No,No,Yes,3.4,4394,2036-07-09,2038-07-09,India,Spray,22,8669,No,41,Flipkart
Denver Deo for Men,Variant 9,Unisex,Fruity,250,381,20,No,No,Yes,3.0,4597,2036-07-10,2038-07-10,India,Spray,30,4019,No,24,Local Store
Fogg Deo,Variant 9,Unisex,Floral,100,602,20,No,No,No,3.5,2686,2036-07-11,2038-07-11,India,Spray,31,7476,Yes,0,Flipkart
Denver Deo for Men,Variant 40,Unisex,Fresh,200,429,6,No,No,Yes,5.0,4694,2036-07-12,2038-07-12,India,Roll-on,22,9381,Yes,26,Amazon
Envy Deo,Variant 40,Women,Fruity,250,586,8,No,No,Yes,4.8,4687,2036-07-13,2038-07-13,India,Spray,28,5914,No,22,Myntra
Envy Deo,Variant 33,Unisex,Woody,200,401,9,Yes,Yes,No,3.0,108,2036-07-14,2038-07-14,India,Stick,30,7879,Yes,50,Nykaa
Nike Deodorant,Variant 30,Men,Spicy,100,273,17,Yes,No,Yes,3.2,3619,2036-07-15,2038-07-15,India,Roll-on,25,3201,No,26,Amazon
Denver Deo for Men,Variant 8,Women,Aquatic,100,601,4,No,No,No,4.1,1983,2036-07-16,2038-07-16,India,Stick,29,6289,Yes,45,Nykaa
Fogg Deo,Variant 10,Unisex,Spicy,100,170,9,Yes,No,No,2.9,2798,2036-07-17,2038-07-17,India,Roll-on,24,7356,No,0,Amazon
Engage Deo,Variant 18,Unisex,Woody,100,524,5,No,No,Yes,4.9,686,2036-07-18,2038-07-18,India,Spray,24,5944,No,36,Amazon
Nike Deodorant,Variant 26,Men,Citrus,100,189,5,No,No,Yes,3.5,1277,2036-07-19,2038-07-19,India,Spray,16,1324,Yes,2,Flipkart
Engage Deo,Variant 23,Men,Fruity,100,570,6,Yes,Yes,Yes,4.2,2273,2036-07-20,2038-07-20,India,Spray,36,1722,Yes,49,Nykaa
Nike Deodorant,Variant 17,Unisex,Spicy,100,158,24,Yes,No,Yes,2.6,2738,2036-07-21,2038-07-21,India,Roll-on,14,8515,Yes,47,Myntra
Envy Deo,Variant 2,Men,Citrus,100,506,10,Yes,No,Yes,2.5,2154,2036-07-22,2038-07-22,India,Stick,14,4703,No,26,Nykaa
Engage Deo,Variant 20,Women,Fruity,150,381,16,No,No,No,2.9,4280,2036-07-23,2038-07-23,India,Spray,18,4677,Yes,11,Local Store
Fogg Deo,Variant 27,Men,Spicy,200,301,24,No,No,Yes,3.2,735,2036-07-24,2038-07-24,India,Spray,26,6622,Yes,13,Amazon
Nivea,Variant 37,Men,Fresh,100,494,12,No,No,No,4.5,1039,2036-07-25,2038-07-25,India,Stick,36,4049,No,2,Myntra
Rexona Deodorant,Variant 13,Men,Fruity,100,315,9,No,No,No,4.1,2677,2036-07-26,2038-07-26,India,Roll-on,17,8957,No,18,Local Store
Denver Deo for Men,Variant 7,Men,Floral,250,574,13,No,No,Yes,4.6,3952,2036-07-27,2038-07-27,India,Spray,19,3252,No,38,Flipkart
Fogg Deo,Variant 49,Unisex,Oriental,150,606,18,Yes,Yes,Yes,3.4,3156,2036-07-28,2038-07-28,India,Roll-on,22,2859,Yes,24,Local Store
Rexona Deodorant,Variant 40,Unisex,Aquatic,250,683,15,Yes,Yes,No,4.0,2356,2036-07-29,2038-07-29,India,Stick,12,1960,Yes,22,Nykaa
Engage Deo,Variant 10,Women,Oriental,250,207,17,No,No,No,3.3,2814,2036-07-30,2038-07-30,India,Stick,17,9398,No,19,Nykaa
Rexona Deodorant,Variant 24,Men,Floral,250,217,23,No,No,No,3.4,2101,2036-07-31,2038-07-31,India,Stick,18,2506,Yes,3,Myntra
Nike Deodorant,Variant 26,Men,Oriental,150,208,5,Yes,Yes,No,3.9,2112,2036-08-01,2038-08-01,India,Spray,29,7498,Yes,30,Myntra
Envy Deo,Variant 15,Unisex,Oriental,250,302,21,No,Yes,Yes,4.1,2973,2036-08-02,2038-08-02,India,Stick,34,3978,Yes,13,Amazon
Nike Deodorant,Variant 48,Unisex,Fresh,150,400,22,No,No,No,3.1,2041,2036-08-03,2038-08-03,India,Spray,34,2297,Yes,19,Amazon
Nivea,Variant 24,Women,Fruity,250,153,10,Yes,No,Yes,4.2,1023,2036-08-04,2038-08-04,India,Roll-on,33,8314,Yes,29,Flipkart
Denver Deo for Men,Variant 26,Women,Oriental,250,407,23,No,Yes,Yes,4.8,2841,2036-08-05,2038-08-05,India,Stick,26,2625,Yes,0,Nykaa
Fogg Deo,Variant 31,Unisex,Citrus,100,601,22,No,Yes,No,3.7,3696,2036-08-06,2038-08-06,India,Roll-on,20,4580,Yes,8,Myntra
Rexona Deodorant,Variant 7,Women,Fresh,250,434,10,Yes,No,No,2.6,934,2036-08-07,2038-08-07,India,Stick,12,6906,Yes,3,Flipkart
Nivea,Variant 29,Women,Spicy,150,672,13,No,No,No,2.6,376,2036-08-08,2038-08-08,India,Spray,14,752,Yes,7,Flipkart
Nike Deodorant,Variant 48,Men,Spicy,250,259,11,No,No,Yes,3.0,372,2036-08-09,2038-08-09,India,Roll-on,32,5675,Yes,33,Flipkart
Engage Deo,Variant 31,Unisex,Woody,200,543,13,No,Yes,No,3.3,3679,2036-08-10,2038-08-10,India,Roll-on,30,5694,Yes,45,Flipkart
Fogg Deo,Variant 23,Men,Spicy,150,615,15,Yes,Yes,Yes,4.3,2821,2036-08-11,2038-08-11,India,Roll-on,14,9821,No,0,Myntra
Denver Deo for Men,Variant 14,Unisex,Floral,150,193,22,Yes,No,Yes,4.9,4849,2036-08-12,2038-08-12,India,Stick,17,5433,No,18,Myntra
Nike Deodorant,Variant 20,Unisex,Woody,250,603,18,Yes,Yes,No,4.3,2954,2036-08-13,2038-08-13,India,Stick,25,282,Yes,7,Flipkart
Nivea,Variant 11,Unisex,Spicy,100,399,15,Yes,Yes,No,4.4,2875,2036-08-14,2038-08-14,India,Roll-on,14,1173,No,36,Local Store
Engage Deo,Variant 35,Women,Fresh,100,362,15,No,No,Yes,3.1,4397,2036-08-15,2038-08-15,India,Roll-on,14,7270,No,43,Amazon
Park Avenue Deodorant,Variant 34,Unisex,Fruity,200,628,18,No,No,No,3.5,1820,2036-08-16,2038-08-16,India,Stick,19,9187,Yes,32,Local Store
Engage Deo,Variant 6,Men,Fruity,150,530,14,Yes,No,No,4.7,1846,2036-08-17,2038-08-17,India,Stick,21,4209,Yes,44,Nykaa
Rexona Deodorant,Variant 22,Women,Fruity,250,360,14,No,Yes,No,3.8,1478,2036-08-18,2038-08-18,India,Stick,18,4016,No,8,Local Store
Park Avenue Deodorant,Variant 9,Women,Citrus,150,441,8,No,Yes,No,3.3,1681,2036-08-19,2038-08-19,India,Spray,28,724,Yes,43,Amazon
Nivea,Variant 50,Men,Woody,100,202,20,Yes,Yes,No,4.2,3949,2036-08-20,2038-08-20,India,Roll-on,31,7787,Yes,19,Myntra
Rexona Deodorant,Variant 29,Unisex,Spicy,200,646,24,Yes,Yes,No,4.9,2948,2036-08-21,2038-08-21,India,Roll-on,28,7273,Yes,17,Local Store
Fogg Deo,Variant 18,Men,Fruity,250,576,22,No,No,Yes,3.4,3922,2036-08-22,2038-08-22,India,Spray,27,5345,No,45,Amazon
Nivea,Variant 35,Men,Spicy,250,628,15,No,No,No,5.0,1654,2036-08-23,2038-08-23,India,Roll-on,17,4456,No,34,Local Store
Engage Deo,Variant 48,Men,Spicy,150,232,18,Yes,Yes,Yes,3.8,4955,2036-08-24,2038-08-24,India,Spray,15,5060,Yes,32,Local Store
Rexona Deodorant,Variant 16,Men,Spicy,150,166,7,Yes,No,Yes,5.0,3584,2036-08-25,2038-08-25,India,Spray,31,4692,No,26,Amazon
Fogg Deo,Variant 5,Women,Fresh,150,511,12,Yes,Yes,Yes,3.3,602,2036-08-26,2038-08-26,India,Spray,35,965,No,37,Amazon
Nike Deodorant,Variant 22,Unisex,Oriental,200,427,16,No,No,No,2.6,2832,2036-08-27,2038-08-27,India,Stick,24,9790,No,20,Flipkart
Fogg Deo,Variant 7,Men,Floral,250,181,23,No,No,Yes,4.2,4753,2036-08-28,2038-08-28,India,Spray,29,1258,Yes,45,Myntra
Park Avenue Deodorant,Variant 18,Unisex,Aquatic,200,658,8,No,No,Yes,4.5,4648,2036-08-29,2038-08-29,India,Spray,34,7702,No,18,Myntra
Park Avenue Deodorant,Variant 5,Women,Woody,100,375,22,Yes,No,Yes,2.8,1520,2036-08-30,2038-08-30,India,Spray,17,2019,Yes,26,Local Store
Engage Deo,Variant 7,Unisex,Citrus,150,241,23,Yes,Yes,No,3.1,3462,2036-08-31,2038-08-31,India,Stick,34,7572,No,8,Nykaa
Envy Deo,Variant 43,Unisex,Aquatic,200,375,16,Yes,No,No,4.3,1872,2036-09-01,2038-09-01,India,Stick,36,815,Yes,26,Flipkart
Park Avenue Deodorant,Variant 40,Unisex,Woody,100,270,14,No,No,No,4.0,3759,2036-09-02,2038-09-02,India,Stick,12,5220,No,12,Myntra
Nike Deodorant,Variant 27,Men,Floral,250,165,17,Yes,Yes,No,4.2,1623,2036-09-03,2038-09-03,India,Stick,35,5053,No,24,Amazon
Denver Deo for Men,Variant 2,Unisex,Oriental,100,161,15,No,Yes,No,4.7,125,2036-09-04,2038-09-04,India,Stick,15,4288,No,6,Local Store
Rexona Deodorant,Variant 21,Women,Aquatic,100,276,15,Yes,No,No,3.6,2146,2036-09-05,2038-09-05,India,Stick,20,9529,Yes,48,Myntra
Nike Deodorant,Variant 21,Women,Floral,200,345,8,No,Yes,No,3.4,4142,2036-09-06,2038-09-06,India,Roll-on,25,5832,Yes,43,Amazon
Park Avenue Deodorant,Variant 16,Unisex,Spicy,150,390,4,Yes,Yes,No,2.5,261,2036-09-07,2038-09-07,India,Roll-on,19,1075,Yes,14,Nykaa
Nivea,Variant 12,Unisex,Oriental,250,527,14,Yes,No,Yes,3.9,2056,2036-09-08,2038-09-08,India,Roll-on,32,1304,Yes,31,Myntra
Rexona Deodorant,Variant 34,Women,Oriental,150,491,8,No,No,No,4.1,3228,2036-09-09,2038-09-09,India,Stick,16,6572,Yes,6,Flipkart
Rexona Deodorant,Variant 22,Men,Citrus,100,317,5,No,No,Yes,4.9,3915,2036-09-10,2038-09-10,India,Roll-on,19,7533,Yes,43,Myntra
Rexona Deodorant,Variant 44,Men,Floral,250,548,8,Yes,Yes,Yes,3.0,3175,2036-09-11,2038-09-11,India,Stick,33,9643,No,44,Amazon
Nike Deodorant,Variant 19,Unisex,Oriental,250,496,16,Yes,No,No,3.7,4198,2036-09-12,2038-09-12,India,Spray,22,1626,No,48,Nykaa
Nike Deodorant,Variant 39,Men,Aquatic,200,341,6,Yes,Yes,Yes,3.9,840,2036-09-13,2038-09-13,India,Roll-on,22,75,No,23,Local Store
Park Avenue Deodorant,Variant 34,Women,Oriental,150,349,12,No,Yes,Yes,4.5,4306,2036-09-14,2038-09-14,India,Spray,31,3730,Yes,20,Myntra
Nike Deodorant,Variant 41,Unisex,Oriental,150,460,12,Yes,No,No,2.9,2473,2036-09-15,2038-09-15,India,Roll-on,29,9053,Yes,46,Flipkart
Nivea,Variant 37,Men,Citrus,100,583,11,Yes,No,Yes,4.4,4557,2036-09-16,2038-09-16,India,Roll-on,16,3047,Yes,21,Amazon
Nike Deodorant,Variant 20,Men,Floral,150,188,6,Yes,No,Yes,2.6,3106,2036-09-17,2038-09-17,India,Roll-on,36,8983,Yes,35,Amazon
Fogg Deo,Variant 41,Unisex,Spicy,100,511,7,Yes,Yes,No,4.0,2781,2036-09-18,2038-09-18,India,Stick,28,4574,Yes,31,Myntra
Envy Deo,Variant 43,Men,Fresh,100,451,20,No,Yes,No,4.1,3596,2036-09-19,2038-09-19,India,Stick,21,6339,Yes,46,Myntra
Nike Deodorant,Variant 32,Men,Fruity,250,322,18,No,Yes,Yes,3.9,189,2036-09-20,2038-09-20,India,Spray,12,729,Yes,0,Amazon
Engage Deo,Variant 49,Unisex,Oriental,200,295,8,Yes,Yes,Yes,3.8,3246,2036-09-21,2038-09-21,India,Spray,27,6089,Yes,5,Myntra
Nike Deodorant,Variant 15,Men,Fresh,250,628,5,No,Yes,No,3.5,4283,2036-09-22,2038-09-22,India,Stick,16,9712,No,43,Local Store
Fogg Deo,Variant 5,Unisex,Floral,100,554,13,Yes,Yes,Yes,3.9,2721,2036-09-23,2038-09-23,India,Stick,30,7042,Yes,44,Nykaa
Fogg Deo,Variant 20,Women,Floral,250,697,9,No,No,No,3.0,313,2036-09-24,2038-09-24,India,Roll-on,18,6604,Yes,33,Amazon
Park Avenue Deodorant,Variant 3,Women,Woody,200,159,11,No,Yes,No,3.9,1480,2036-09-25,2038-09-25,India,Stick,22,4086,No,7,Flipkart
Engage Deo,Variant 14,Unisex,Woody,250,460,18,Yes,Yes,Yes,4.3,4052,2036-09-26,2038-09-26,India,Stick,29,2762,No,6,Myntra
Nivea,Variant 10,Women,Woody,100,505,11,Yes,No,No,3.0,2757,2036-09-27,2038-09-27,India,Roll-on,23,5387,No,33,Amazon
Nike Deodorant,Variant 34,Women,Citrus,150,223,7,No,No,No,3.5,2667,2036-09-28,2038-09-28,India,Stick,12,7571,Yes,4,Local Store
Park Avenue Deodorant,Variant 16,Women,Floral,150,164,9,No,No,Yes,4.7,2765,2036-09-29,2038-09-29,India,Roll-on,28,7743,Yes,15,Flipkart
Envy Deo,Variant 11,Men,Aquatic,100,439,20,Yes,No,No,4.1,3897,2036-09-30,2038-09-30,India,Roll-on,13,9377,No,40,Amazon
Fogg Deo,Variant 5,Unisex,Floral,200,241,11,Yes,Yes,No,3.9,2538,2036-10-01,2038-10-01,India,Stick,20,3444,Yes,14,Local Store
Nike Deodorant,Variant 23,Men,Fresh,200,193,14,No,No,Yes,3.3,3879,2036-10-02,2038-10-02,India,Spray,12,5208,No,9,Local Store
Denver Deo for Men,Variant 19,Men,Floral,200,449,14,No,No,Yes,3.5,2633,2036-10-03,2038-10-03,India,Stick,29,1783,No,46,Nykaa
Rexona Deodorant,Variant 10,Men,Aquatic,250,686,24,No,Yes,Yes,3.9,2127,2036-10-04,2038-10-04,India,Spray,26,8033,No,46,Local Store
Nike Deodorant,Variant 46,Men,Floral,250,461,19,No,No,Yes,3.0,4000,2036-10-05,2038-10-05,India,Roll-on,31,5359,Yes,2,Flipkart
Park Avenue Deodorant,Variant 9,Men,Fresh,200,684,11,Yes,Yes,No,2.6,3409,2036-10-06,2038-10-06,India,Stick,14,7997,No,20,Flipkart
Envy Deo,Variant 11,Men,Woody,200,412,16,Yes,Yes,No,4.1,1694,2036-10-07,2038-10-07,India,Roll-on,26,3660,No,33,Local Store
Nivea,Variant 42,Unisex,Woody,250,403,4,Yes,No,Yes,2.9,3228,2036-10-08,2038-10-08,India,Spray,22,4643,No,2,Flipkart
Nike Deodorant,Variant 25,Women,Fresh,200,677,16,Yes,No,Yes,2.8,727,2036-10-09,2038-10-09,India,Spray,20,93,No,11,Local Store
Denver Deo for Men,Variant 33,Women,Spicy,100,294,6,No,No,No,3.8,4446,2036-10-10,2038-10-10,India,Roll-on,26,7044,Yes,1,Myntra
Rexona Deodorant,Variant 45,Men,Fruity,250,403,17,Yes,No,Yes,3.1,586,2036-10-11,2038-10-11,India,Roll-on,31,1060,No,10,Local Store
Rexona Deodorant,Variant 24,Unisex,Fruity,200,452,12,Yes,No,No,4.8,3944,2036-10-12,2038-10-12,India,Stick,18,6643,Yes,43,Nykaa
